000000000;100000000;200000000;010000000;020000000;001000000;002000000;000100000;000200000;000010000;000020000;000001000;000002000;000000100;000000200;000000010;000000020;000000001;000000002
100000000;110000000;120000000;101000000;102000000;100100000;100200000;100010000;100020000;100001000;100002000;100000100;100000200;100000010;100000020;100000001;100000002
200000000;210000000;220000000;201000000;202000000;200100000;200200000;200010000;200020000;200001000;200002000;200000100;200000200;200000010;200000020;200000001;200000002
010000000;110000000;210000000;011000000;012000000;010100000;010200000;010010000;010020000;010001000;010002000;010000100;010000200;010000010;010000020;010000001;010000002
020000000;120000000;220000000;021000000;022000000;020100000;020200000;020010000;020020000;020001000;020002000;020000100;020000200;020000010;020000020;020000001;020000002
001000000;101000000;201000000;011000000;021000000;001100000;001200000;001010000;001020000;001001000;001002000;001000100;001000200;001000010;001000020;001000001;001000002
002000000;102000000;202000000;012000000;022000000;002100000;002200000;002010000;002020000;002001000;002002000;002000100;002000200;002000010;002000020;002000001;002000002
000100000;100100000;200100000;010100000;020100000;001100000;002100000;000110000;000120000;000101000;000102000;000100100;000100200;000100010;000100020;000100001;000100002
000200000;100200000;200200000;010200000;020200000;001200000;002200000;000210000;000220000;000201000;000202000;000200100;000200200;000200010;000200020;000200001;000200002
000010000;100010000;200010000;010010000;020010000;001010000;002010000;000110000;000210000;000011000;000012000;000010100;000010200;000010010;000010020;000010001;000010002
000020000;100020000;200020000;010020000;020020000;001020000;002020000;000120000;000220000;000021000;000022000;000020100;000020200;000020010;000020020;000020001;000020002
000001000;100001000;200001000;010001000;020001000;001001000;002001000;000101000;000201000;000011000;000021000;000001100;000001200;000001010;000001020;000001001;000001002
000002000;100002000;200002000;010002000;020002000;001002000;002002000;000102000;000202000;000012000;000022000;000002100;000002200;000002010;000002020;000002001;000002002
000000100;100000100;200000100;010000100;020000100;001000100;002000100;000100100;000200100;000010100;000020100;000001100;000002100;000000110;000000120;000000101;000000102
000000200;100000200;200000200;010000200;020000200;001000200;002000200;000100200;000200200;000010200;000020200;000001200;000002200;000000210;000000220;000000201;000000202
000000010;100000010;200000010;010000010;020000010;001000010;002000010;000100010;000200010;000010010;000020010;000001010;000002010;000000110;000000210;000000011;000000012
000000020;100000020;200000020;010000020;020000020;001000020;002000020;000100020;000200020;000010020;000020020;000001020;000002020;000000120;000000220;000000021;000000022
000000001;100000001;200000001;010000001;020000001;001000001;002000001;000100001;000200001;000010001;000020001;000001001;000002001;000000101;000000201;000000011;000000021
000000002;100000002;200000002;010000002;020000002;001000002;002000002;000100002;000200002;000010002;000020002;000001002;000002002;000000102;000000202;000000012;000000022
110000000;111000000;112000000;110100000;110200000;110010000;110020000;110001000;110002000;110000100;110000200;110000010;110000020;110000001;110000002
120000000;121000000;122000000;120100000;120200000;120010000;120020000;120001000;120002000;120000100;120000200;120000010;120000020;120000001;120000002
101000000;111000000;121000000;101100000;101200000;101010000;101020000;101001000;101002000;101000100;101000200;101000010;101000020;101000001;101000002
102000000;112000000;122000000;102100000;102200000;102010000;102020000;102001000;102002000;102000100;102000200;102000010;102000020;102000001;102000002
100100000;110100000;120100000;101100000;102100000;100110000;100120000;100101000;100102000;100100100;100100200;100100010;100100020;100100001;100100002
100200000;110200000;120200000;101200000;102200000;100210000;100220000;100201000;100202000;100200100;100200200;100200010;100200020;100200001;100200002
100010000;110010000;120010000;101010000;102010000;100110000;100210000;100011000;100012000;100010100;100010200;100010010;100010020;100010001;100010002
100020000;110020000;120020000;101020000;102020000;100120000;100220000;100021000;100022000;100020100;100020200;100020010;100020020;100020001;100020002
100001000;110001000;120001000;101001000;102001000;100101000;100201000;100011000;100021000;100001100;100001200;100001010;100001020;100001001;100001002
100002000;110002000;120002000;101002000;102002000;100102000;100202000;100012000;100022000;100002100;100002200;100002010;100002020;100002001;100002002
100000100;110000100;120000100;101000100;102000100;100100100;100200100;100010100;100020100;100001100;100002100;100000110;100000120;100000101;100000102
100000200;110000200;120000200;101000200;102000200;100100200;100200200;100010200;100020200;100001200;100002200;100000210;100000220;100000201;100000202
100000010;110000010;120000010;101000010;102000010;100100010;100200010;100010010;100020010;100001010;100002010;100000110;100000210;100000011;100000012
100000020;110000020;120000020;101000020;102000020;100100020;100200020;100010020;100020020;100001020;100002020;100000120;100000220;100000021;100000022
100000001;110000001;120000001;101000001;102000001;100100001;100200001;100010001;100020001;100001001;100002001;100000101;100000201;100000011;100000021
100000002;110000002;120000002;101000002;102000002;100100002;100200002;100010002;100020002;100001002;100002002;100000102;100000202;100000012;100000022
210000000;211000000;212000000;210100000;210200000;210010000;210020000;210001000;210002000;210000100;210000200;210000010;210000020;210000001;210000002
220000000;221000000;222000000;220100000;220200000;220010000;220020000;220001000;220002000;220000100;220000200;220000010;220000020;220000001;220000002
201000000;211000000;221000000;201100000;201200000;201010000;201020000;201001000;201002000;201000100;201000200;201000010;201000020;201000001;201000002
202000000;212000000;222000000;202100000;202200000;202010000;202020000;202001000;202002000;202000100;202000200;202000010;202000020;202000001;202000002
200100000;210100000;220100000;201100000;202100000;200110000;200120000;200101000;200102000;200100100;200100200;200100010;200100020;200100001;200100002
200200000;210200000;220200000;201200000;202200000;200210000;200220000;200201000;200202000;200200100;200200200;200200010;200200020;200200001;200200002
200010000;210010000;220010000;201010000;202010000;200110000;200210000;200011000;200012000;200010100;200010200;200010010;200010020;200010001;200010002
200020000;210020000;220020000;201020000;202020000;200120000;200220000;200021000;200022000;200020100;200020200;200020010;200020020;200020001;200020002
200001000;210001000;220001000;201001000;202001000;200101000;200201000;200011000;200021000;200001100;200001200;200001010;200001020;200001001;200001002
200002000;210002000;220002000;201002000;202002000;200102000;200202000;200012000;200022000;200002100;200002200;200002010;200002020;200002001;200002002
200000100;210000100;220000100;201000100;202000100;200100100;200200100;200010100;200020100;200001100;200002100;200000110;200000120;200000101;200000102
200000200;210000200;220000200;201000200;202000200;200100200;200200200;200010200;200020200;200001200;200002200;200000210;200000220;200000201;200000202
200000010;210000010;220000010;201000010;202000010;200100010;200200010;200010010;200020010;200001010;200002010;200000110;200000210;200000011;200000012
200000020;210000020;220000020;201000020;202000020;200100020;200200020;200010020;200020020;200001020;200002020;200000120;200000220;200000021;200000022
200000001;210000001;220000001;201000001;202000001;200100001;200200001;200010001;200020001;200001001;200002001;200000101;200000201;200000011;200000021
200000002;210000002;220000002;201000002;202000002;200100002;200200002;200010002;200020002;200001002;200002002;200000102;200000202;200000012;200000022
011000000;111000000;211000000;011100000;011200000;011010000;011020000;011001000;011002000;011000100;011000200;011000010;011000020;011000001;011000002
012000000;112000000;212000000;012100000;012200000;012010000;012020000;012001000;012002000;012000100;012000200;012000010;012000020;012000001;012000002
010100000;110100000;210100000;011100000;012100000;010110000;010120000;010101000;010102000;010100100;010100200;010100010;010100020;010100001;010100002
010200000;110200000;210200000;011200000;012200000;010210000;010220000;010201000;010202000;010200100;010200200;010200010;010200020;010200001;010200002
010010000;110010000;210010000;011010000;012010000;010110000;010210000;010011000;010012000;010010100;010010200;010010010;010010020;010010001;010010002
010020000;110020000;210020000;011020000;012020000;010120000;010220000;010021000;010022000;010020100;010020200;010020010;010020020;010020001;010020002
010001000;110001000;210001000;011001000;012001000;010101000;010201000;010011000;010021000;010001100;010001200;010001010;010001020;010001001;010001002
010002000;110002000;210002000;011002000;012002000;010102000;010202000;010012000;010022000;010002100;010002200;010002010;010002020;010002001;010002002
010000100;110000100;210000100;011000100;012000100;010100100;010200100;010010100;010020100;010001100;010002100;010000110;010000120;010000101;010000102
010000200;110000200;210000200;011000200;012000200;010100200;010200200;010010200;010020200;010001200;010002200;010000210;010000220;010000201;010000202
010000010;110000010;210000010;011000010;012000010;010100010;010200010;010010010;010020010;010001010;010002010;010000110;010000210;010000011;010000012
010000020;110000020;210000020;011000020;012000020;010100020;010200020;010010020;010020020;010001020;010002020;010000120;010000220;010000021;010000022
010000001;110000001;210000001;011000001;012000001;010100001;010200001;010010001;010020001;010001001;010002001;010000101;010000201;010000011;010000021
010000002;110000002;210000002;011000002;012000002;010100002;010200002;010010002;010020002;010001002;010002002;010000102;010000202;010000012;010000022
021000000;121000000;221000000;021100000;021200000;021010000;021020000;021001000;021002000;021000100;021000200;021000010;021000020;021000001;021000002
022000000;122000000;222000000;022100000;022200000;022010000;022020000;022001000;022002000;022000100;022000200;022000010;022000020;022000001;022000002
020100000;120100000;220100000;021100000;022100000;020110000;020120000;020101000;020102000;020100100;020100200;020100010;020100020;020100001;020100002
020200000;120200000;220200000;021200000;022200000;020210000;020220000;020201000;020202000;020200100;020200200;020200010;020200020;020200001;020200002
020010000;120010000;220010000;021010000;022010000;020110000;020210000;020011000;020012000;020010100;020010200;020010010;020010020;020010001;020010002
020020000;120020000;220020000;021020000;022020000;020120000;020220000;020021000;020022000;020020100;020020200;020020010;020020020;020020001;020020002
020001000;120001000;220001000;021001000;022001000;020101000;020201000;020011000;020021000;020001100;020001200;020001010;020001020;020001001;020001002
020002000;120002000;220002000;021002000;022002000;020102000;020202000;020012000;020022000;020002100;020002200;020002010;020002020;020002001;020002002
020000100;120000100;220000100;021000100;022000100;020100100;020200100;020010100;020020100;020001100;020002100;020000110;020000120;020000101;020000102
020000200;120000200;220000200;021000200;022000200;020100200;020200200;020010200;020020200;020001200;020002200;020000210;020000220;020000201;020000202
020000010;120000010;220000010;021000010;022000010;020100010;020200010;020010010;020020010;020001010;020002010;020000110;020000210;020000011;020000012
020000020;120000020;220000020;021000020;022000020;020100020;020200020;020010020;020020020;020001020;020002020;020000120;020000220;020000021;020000022
